significance,similarity_matrix,n_neighbors,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.1,SAM,20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.5,NAM,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.5,NAM,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.5,NAM,10,-0.003966098788017379,-0.0014593218040731654,0.5336538461538461,0.15823906275407487,22.7690336501523,2.914181675427106,0.255481243059798
0.5,NAM,15,-0.003975768813828318,-0.001827404198283138,0.5336538461538461,0.15276485374193097,22.990737417456415,2.9522672936093795,0.25301932427924356
0.5,NAM,20,-0.0002535329159361284,0.002847098940457408,0.5336538461538461,0.1656221896041738,24.966316085412586,2.818952498417776,0.261851908452464
0.5,SAM,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.5,SAM,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.5,SAM,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.5,SAM,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.5,SAM,20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
