outliers,consider_duplicates,threshold,significance,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
False,True,0.5,0.01,,,,,,
False,True,0.5,0.1,0.3619265499561131,0.3804005239407345,0.8014059753954306,0.19794686602362227,1.0,0.3891469595101644
False,True,1.0,0.0005,,,,,,
False,True,1.0,0.001,,,,,,
False,True,1.0,0.005,,,,,,
False,True,1.0,0.01,,,,,,
False,True,1.0,0.1,0.3619265499561131,0.3804005239407345,0.8014059753954306,0.19794686602362227,1.0,0.3891469595101644
False,False,0.1,0.0005,,,,,,
False,False,0.1,0.001,,,,,,
False,False,0.1,0.005,,,,,,
False,False,0.1,0.01,,,,,,
False,False,0.1,0.1,0.3619265499561131,0.3804005239407345,0.8014059753954306,0.19794686602362227,1.0,0.3891469595101644
False,False,0.15,0.0005,,,,,,
False,False,0.15,0.001,,,,,,
False,False,0.15,0.005,,,,,,
False,False,0.15,0.01,,,,,,
False,False,0.15,0.1,0.3619265499561131,0.3804005239407345,0.8014059753954306,0.19794686602362227,1.0,0.3891469595101644
False,False,0.2,0.0005,,,,,,
False,False,0.2,0.001,,,,,,
False,False,0.2,0.005,,,,,,
False,False,0.2,0.01,,,,,,
False,False,0.2,0.1,0.3619265499561131,0.3804005239407345,0.8014059753954306,0.19794686602362227,1.0,0.3891469595101644
False,False,0.5,0.0005,,,,,,
False,False,0.5,0.001,,,,,,
False,False,0.5,0.005,,,,,,
False,False,0.5,0.01,,,,,,
False,False,0.5,0.1,0.3619265499561131,0.3804005239407345,0.8014059753954306,0.19794686602362227,1.0,0.3891469595101644
False,False,1.0,0.0005,,,,,,
False,False,1.0,0.001,,,,,,
False,False,1.0,0.005,,,,,,
False,False,1.0,0.01,,,,,,
False,False,1.0,0.1,0.3619265499561131,0.3804005239407345,0.8014059753954306,0.19794686602362227,1.0,0.3891469595101644
